Date,Time,date_time,visibility,sea_level_pressure,relative_humidity,wind_speed,,air_temp,wind_direction
09/27/19,12:52AM,09/27/19-12:52AM,10,1013.5,64.14,4.61,1013.68,75.02,260
09/27/19,12:25AM,09/27/19-12:25AM,10,,62.25,3.44,1013.66,75.92,
09/26/19,11:52PM,09/26/19-11:52PM,10,1013.4,60.06,4.61,1013.65,77,260
09/26/19,11:41PM,09/26/19-11:41PM,10,,64.98,6.91,1013.33,75.92,270
09/26/19,10:52PM,09/26/19-10:52PM,10,1013.6,61.99,0,1013.65,77,0
09/26/19,09:52PM,09/26/19-09:52PM,10,1014,62.25,5.75,1014,75.92,260
09/26/19,09:02PM,09/26/19-09:02PM,10,,,0,,,0
09/26/19,08:57PM,09/26/19-08:57PM,10,,60.06,0,1014.33,77,0
09/26/19,08:52PM,09/26/19-08:52PM,10,1014.5,61.99,0,1014.67,77,0
09/26/19,08:37PM,09/26/19-08:37PM,10,,59.82,0,1014.66,78.08,0
09/26/19,07:52PM,09/26/19-07:52PM,10,1014.8,61.99,0,1015.01,77,0
09/26/19,07:37PM,09/26/19-07:37PM,10,,64.38,0,1015.34,77,0
09/26/19,07:05PM,09/26/19-07:05PM,10,,64.38,5.75,1015.34,77,
09/26/19,06:52PM,09/26/19-06:52PM,10,1015.5,61.99,4.61,1015.68,77,120
09/26/19,05:52PM,09/26/19-05:52PM,10,1015.7,66.73,0,1015.7,75.92,0
09/26/19,04:52PM,09/26/19-04:52PM,10,1015.5,66.2,0,1015.71,75.02,0
09/26/19,04:49PM,09/26/19-04:49PM,10,,66.2,0,1015.71,75.02,0
09/26/19,04:45PM,09/26/19-04:45PM,10,,66.2,0,1015.37,75.02,0
09/26/19,04:39PM,09/26/19-04:39PM,10,,68.63,0,1015.38,73.94,0
09/26/19,04:28PM,09/26/19-04:28PM,10,,66.2,0,1015.37,75.02,0
09/26/19,03:52PM,09/26/19-03:52PM,10,1015.1,68.63,0,1015.38,73.94,0
09/26/19,02:52PM,09/26/19-02:52PM,10,1014.9,70.74,0,1015.05,73.04,0
09/26/19,01:52PM,09/26/19-01:52PM,10,1014.4,68.53,4.61,1014.38,73.04,
09/26/19,01:22PM,09/26/19-01:22PM,10,,68.53,4.61,1014.04,73.04,100
09/26/19,12:52PM,09/26/19-12:52PM,10,1013.6,68.53,3.44,1013.7,73.04,90
09/26/19,12:32PM,09/26/19-12:32PM,10,,68.53,0,1013.7,73.04,0
09/26/19,11:52AM,09/26/19-11:52AM,10,1012.6,65.97,3.44,1013.02,73.04,
09/26/19,11:16AM,09/26/19-11:16AM,10,,68.41,0,1012.7,71.96,0
09/26/19,10:52AM,09/26/19-10:52AM,10,1012.4,68.41,0,1012.7,71.96,0
09/26/19,09:52AM,09/26/19-09:52AM,10,1012.2,73.27,0,1012.37,71.06,0
09/26/19,08:52AM,09/26/19-08:52AM,10,1012.1,71.07,0,1012.36,71.96,0
09/26/19,07:52AM,09/26/19-07:52AM,10,1011.7,68.53,3.44,1012.01,73.04,
09/26/19,07:08AM,09/26/19-07:08AM,10,,65.97,4.61,1012.34,73.04,
09/26/19,06:52AM,09/26/19-06:52AM,10,1012.2,68.53,5.75,1012.34,73.04,100
09/26/19,05:52AM,09/26/19-05:52AM,10,1011.8,65.97,5.75,1012.01,73.04,100
09/26/19,04:52AM,09/26/19-04:52AM,10,1011.4,70.74,3.44,1011.33,73.04,
09/26/19,03:52AM,09/26/19-03:52AM,10,1011,70.74,5.75,1010.99,73.04,120
09/26/19,02:52AM,09/26/19-02:52AM,10,1010.5,71.28,0,1010.64,73.94,0
09/26/19,02:41AM,09/26/19-02:41AM,10,,73.5,3.44,1010.64,73.94,
09/26/19,01:52AM,09/26/19-01:52AM,10,1008.8,64.38,4.61,1008.91,77,
09/26/19,12:52AM,09/26/19-12:52AM,10,1007.8,54.45,,1007.85,80.96,
09/25/19,11:52PM,09/25/19-11:52PM,10,1007.4,51.07,4.61,1007.49,82.94,
09/25/19,10:52PM,09/25/19-10:52PM,10,1007.2,47.92,0,1007.47,84.92,0
09/25/19,09:52PM,09/25/19-09:52PM,10,1007.6,41.65,3.44,1007.81,84.92,
09/25/19,08:52PM,09/25/19-08:52PM,10,1008.4,49.48,,1008.5,82.94,
09/25/19,07:52PM,09/25/19-07:52PM,10,1008.7,49.32,4.61,1008.83,84.02,
09/25/19,06:52PM,09/25/19-06:52PM,10,1009.3,49.32,3.44,1009.51,84.02,
09/25/19,05:52PM,09/25/19-05:52PM,10,1009.6,58.23,0,1009.89,80.06,0
09/25/19,04:52PM,09/25/19-04:52PM,6,1010.1,66.73,0,1010.28,75.92,0
09/25/19,04:00PM,09/25/19-04:00PM,6,,73.46,0,1009.97,73.04,0
09/25/19,03:52PM,09/25/19-03:52PM,5,1010,76.19,3.44,1009.99,71.96,
09/25/19,03:23PM,09/25/19-03:23PM,6,,73.32,3.44,1010,71.06,
09/25/19,02:52PM,09/25/19-02:52PM,5,1009.6,78.45,0,1009.67,69.98,0
09/25/19,01:52PM,09/25/19-01:52PM,5,1008.9,81.48,0,1009,69.98,0
09/25/19,12:52PM,09/25/19-12:52PM,7,1008.3,81.48,3.44,1008.32,69.98,
09/25/19,12:07PM,09/25/19-12:07PM,8,,81.48,0,1008.32,69.98,0
09/25/19,11:52AM,09/25/19-11:52AM,8,1007.9,84.02,0,1007.99,69.08,0
09/25/19,10:52AM,09/25/19-10:52AM,8,1007.9,81.48,0,1007.98,69.98,0
09/25/19,10:30AM,09/25/19-10:30AM,8,,81.48,4.61,1007.98,69.98,90
09/25/19,09:52AM,09/25/19-09:52AM,8,1008,81.48,3.44,1008.32,69.98,80
09/25/19,08:52AM,09/25/19-08:52AM,10,1008.3,75.63,3.44,1008.64,71.06,
09/25/19,07:52AM,09/25/19-07:52AM,10,1008.3,70.53,0,1008.64,71.06,0
09/25/19,06:52AM,09/25/19-06:52AM,10,1008.6,73.27,0,1008.98,71.06,0
09/25/19,05:52AM,09/25/19-05:52AM,10,1008.8,68.53,0,1008.96,73.04,0
09/25/19,04:52AM,09/25/19-04:52AM,10,1008.3,71.07,0,1008.29,71.96,0
09/25/19,03:52AM,09/25/19-03:52AM,10,1008.4,65.97,0,1008.62,73.04,0
09/25/19,02:52AM,09/25/19-02:52AM,10,1008.3,70.74,0,1008.62,73.04,0
09/25/19,01:52AM,09/25/19-01:52AM,10,1007.8,64.14,0,1007.92,75.02,0
09/25/19,12:52AM,09/25/19-12:52AM,10,1007.7,54.17,4.61,1007.87,78.98,260
09/24/19,11:52PM,09/24/19-11:52PM,10,1007.9,47.49,0,1007.84,82.04,0
09/24/19,10:52PM,09/24/19-10:52PM,10,1008.1,47.32,6.91,1008.19,80.96,270
09/24/19,09:52PM,09/24/19-09:52PM,10,1009.1,45.53,11.5,1009.2,80.96,260
09/24/19,08:52PM,09/24/19-08:52PM,10,1009.8,44.55,3.44,1009.85,84.02,240
09/24/19,07:52PM,09/24/19-07:52PM,10,1010.9,49.32,0,1010.86,84.02,0
09/24/19,06:52PM,09/24/19-06:52PM,10,1011.8,47.63,3.44,1011.89,82.94,
09/24/19,05:52PM,09/24/19-05:52PM,8,1012.7,54.32,0,1012.6,80.06,0
09/24/19,04:52PM,09/24/19-04:52PM,5,1013.2,66.2,0,1013.34,75.02,0
09/24/19,03:52PM,09/24/19-03:52PM,4,1013.5,73.27,3.44,1013.72,71.06,250
09/24/19,03:40PM,09/24/19-03:40PM,3,,76.01,0,1013.4,69.98,0
09/24/19,02:52PM,09/24/19-02:52PM,3,1013.4,84.41,0,1013.77,66.92,0
09/24/19,01:52PM,09/24/19-01:52PM,7,1012.7,81.19,0,1012.77,66.02,0
09/24/19,01:46PM,09/24/19-01:46PM,7,,81.19,0,1013.11,66.02,0
09/24/19,01:31PM,09/24/19-01:31PM,7,,81.19,0,1012.77,66.02,0
09/24/19,01:06PM,09/24/19-01:06PM,7,,81.19,0,1012.77,66.02,0
09/24/19,12:52PM,09/24/19-12:52PM,7,1012.6,81.19,0,1012.77,66.02,0
09/24/19,12:43PM,09/24/19-12:43PM,7,,84.29,0,1012.78,64.94,0
09/24/19,12:29PM,09/24/19-12:29PM,6,,84.29,0,1012.78,64.94,0
09/24/19,11:52AM,09/24/19-11:52AM,6,1012.4,84.29,0,1012.78,64.94,0
09/24/19,10:52AM,09/24/19-10:52AM,7,1012.5,83.82,0,1012.77,66.02,0
09/24/19,09:52AM,09/24/19-09:52AM,7,1012.9,81.25,0,1013.1,66.92,0
09/24/19,08:58AM,09/24/19-08:58AM,7,,84.41,0,1013.1,66.92,0
09/24/19,08:52AM,09/24/19-08:52AM,7,1013,84.41,0,1013.1,66.92,0
09/24/19,08:18AM,09/24/19-08:18AM,7,,81.33,0,1013.08,68,0
09/24/19,07:52AM,09/24/19-07:52AM,8,1013,81.33,0,1013.08,68,0
09/24/19,06:52AM,09/24/19-06:52AM,8,1013,81.33,0,1013.08,68,0
09/24/19,05:52AM,09/24/19-05:52AM,10,1013.2,78.38,0,1013.41,69.08,0
09/24/19,04:52AM,09/24/19-04:52AM,10,1013.1,78.38,0,1013.41,69.08,0
09/24/19,03:52AM,09/24/19-03:52AM,10,1012.7,78.38,3.44,1012.73,69.08,270
09/24/19,02:52AM,09/24/19-02:52AM,10,1012.5,76.01,3.44,1012.72,69.98,270
09/24/19,01:52AM,09/24/19-01:52AM,10,1012.2,71.07,3.44,1012.36,71.96,
09/24/19,12:52AM,09/24/19-12:52AM,10,1011.8,64.14,0,1011.98,75.02,0
09/23/19,11:52PM,09/23/19-11:52PM,10,1011.8,61.99,4.61,1011.96,77,250
09/23/19,10:52PM,09/23/19-10:52PM,10,1011.8,55.79,5.75,1011.95,78.08,270
09/23/19,09:52PM,09/23/19-09:52PM,10,1012.1,54.32,5.75,1011.92,80.06,260
09/23/19,08:52PM,09/23/19-08:52PM,10,1012.3,56.07,0,1012.26,80.06,0
09/23/19,07:52PM,09/23/19-07:52PM,10,1012.6,46.13,0,1012.57,82.94,0
09/23/19,06:52PM,09/23/19-06:52PM,10,1013,54.45,3.44,1012.93,80.96,
09/23/19,05:52PM,09/23/19-05:52PM,10,1013.9,58.08,0,1013.97,78.98,0
09/23/19,05:20PM,09/23/19-05:20PM,10,,64.25,0,1014,75.92,0
09/23/19,04:52PM,09/23/19-04:52PM,10,1014.2,66.5,0,1014.37,73.94,0
09/23/19,04:35PM,09/23/19-04:35PM,10,,68.53,3.44,1014.38,73.04,
09/23/19,04:06PM,09/23/19-04:06PM,6,,76.19,0,1014.39,71.96,0
09/23/19,03:52PM,09/23/19-03:52PM,7,1014,75.63,0,1014.06,71.06,0
09/23/19,02:52PM,09/23/19-02:52PM,8,1013,81.48,0,1013.06,69.98,0
09/23/19,01:52PM,09/23/19-01:52PM,10,1012.8,83.95,0,1013.08,68,0
09/23/19,01:29PM,09/23/19-01:29PM,10,,84.41,0,1012.76,66.92,0
09/23/19,12:52PM,09/23/19-12:52PM,10,1012.2,87.13,0,1012.42,66.92,0
09/23/19,11:52AM,09/23/19-11:52AM,10,1011.5,83.95,0,1011.73,68,0
09/23/19,10:52AM,09/23/19-10:52AM,10,1011.5,84.02,0,1011.72,69.08,0
09/23/19,09:52AM,09/23/19-09:52AM,10,1011.6,84.02,0,1011.72,69.08,0
09/23/19,08:52AM,09/23/19-08:52AM,10,1011.6,84.02,0,1012.05,69.08,0
09/23/19,07:52AM,09/23/19-07:52AM,10,1011.8,84.07,0,1012.04,69.98,0
09/23/19,06:52AM,09/23/19-06:52AM,10,1011.7,76.19,0,1012.02,71.96,0
09/23/19,05:52AM,09/23/19-05:52AM,10,1011.7,71.07,0,1012.02,71.96,0
09/23/19,04:52AM,09/23/19-04:52AM,10,1011.6,66.5,0,1011.66,73.94,0
09/23/19,03:52AM,09/23/19-03:52AM,10,1011.6,64.14,0,1011.64,75.02,0
09/23/19,02:52AM,09/23/19-02:52AM,10,1011.1,62.25,0,1011.3,75.92,0
09/23/19,01:52AM,09/23/19-01:52AM,10,1010.5,56.27,0,1010.58,78.98,0
09/23/19,12:52AM,09/23/19-12:52AM,10,1010.4,52.75,3.44,1010.56,80.96,
09/22/19,11:52PM,09/22/19-11:52PM,10,1009.8,40.55,3.44,1009.8,87.98,
09/22/19,10:52PM,09/22/19-10:52PM,10,1009.6,36.91,3.44,1009.78,89.96,
09/22/19,09:52PM,09/22/19-09:52PM,10,1010,31.98,3.44,1010.11,91.04,
09/22/19,08:52PM,09/22/19-08:52PM,10,1010.3,25.75,0,1010.44,91.04,0
09/22/19,07:52PM,09/22/19-07:52PM,10,1010.9,27.7,0,1010.78,91.04,0
09/22/19,06:52PM,09/22/19-06:52PM,10,1011.4,38.89,0,1011.5,87.08,0
09/22/19,05:52PM,09/22/19-05:52PM,10,1012,45.7,0,1012.24,82.04,0
09/22/19,04:52PM,09/22/19-04:52PM,10,1012.3,48.43,0,1012.29,78.08,0
09/22/19,03:52PM,09/22/19-03:52PM,10,1011.7,47.97,3.44,1011.64,75.02,140
09/22/19,02:52PM,09/22/19-02:52PM,10,1011,67.65,0,1011.04,69.08,0
09/22/19,01:52PM,09/22/19-01:52PM,10,1010.4,67.84,0,1010.73,66.92,0
09/22/19,12:52PM,09/22/19-12:52PM,10,1009.8,59.12,0,1010.01,69.98,0
09/22/19,11:52AM,09/22/19-11:52AM,10,1009.5,65.6,0,1009.67,69.98,0
09/22/19,10:52AM,09/22/19-10:52AM,10,1009.5,75.83,0,1009.7,68,0
09/22/19,09:52AM,09/22/19-09:52AM,10,1009.8,70.86,0,1010.01,69.98,0
09/22/19,08:52AM,09/22/19-08:52AM,10,1010.4,70.53,0,1010.68,71.06,0
09/22/19,07:52AM,09/22/19-07:52AM,10,1010.5,65.97,0,1010.65,73.04,0
09/22/19,06:52AM,09/22/19-06:52AM,10,1010.6,68.53,3.44,1010.65,73.04,
09/22/19,05:52AM,09/22/19-05:52AM,10,1010.5,68.53,3.44,1010.65,73.04,
09/22/19,04:52AM,09/22/19-04:52AM,10,1010.1,70.74,3.44,1010.31,73.04,
09/22/19,03:52AM,09/22/19-03:52AM,10,1009.7,73.46,0,1009.97,73.04,0
09/22/19,02:52AM,09/22/19-02:52AM,10,1009.3,71.28,0,1009.29,73.94,0
09/22/19,01:52AM,09/22/19-01:52AM,10,1009,66.73,5.75,1009.26,75.92,260
09/22/19,12:52AM,09/22/19-12:52AM,10,1008.8,46.88,3.44,1008.88,80.06,
09/21/19,11:52PM,09/21/19-11:52PM,10,1008.5,42.56,6.91,1008.52,82.04,260
09/21/19,10:52PM,09/21/19-10:52PM,10,1008.7,39.93,8.05,1008.83,84.02,260
09/21/19,09:52PM,09/21/19-09:52PM,10,1009,41.65,,1009.16,84.92,
09/21/19,08:52PM,09/21/19-08:52PM,10,1009.5,44.69,4.61,1009.5,84.92,270
09/21/19,07:52PM,09/21/19-07:52PM,10,1010,41.82,0,1010.16,86,0
09/21/19,06:52PM,09/21/19-06:52PM,10,1011.1,42.87,0,1011.2,84.02,0
09/21/19,05:52PM,09/21/19-05:52PM,10,1012,47.32,0,1011.91,80.96,0
09/21/19,04:52PM,09/21/19-04:52PM,10,1012.3,56,0,1012.3,77,0
09/21/19,03:52PM,09/21/19-03:52PM,10,1012.3,63.9,0,1012.34,73.04,0
09/21/19,02:52PM,09/21/19-02:52PM,10,1012.1,68.19,0,1012.38,69.98,0
09/21/19,01:52PM,09/21/19-01:52PM,10,1011.7,78.12,0,1012.09,66.02,0
09/21/19,12:52PM,09/21/19-12:52PM,10,1011.4,78.12,0,1011.75,66.02,0
09/21/19,11:52AM,09/21/19-11:52AM,10,1011,78.03,0,1011.09,64.94,0
09/21/19,10:52AM,09/21/19-10:52AM,10,1011.1,78.12,0,1011.41,66.02,0
09/21/19,09:52AM,09/21/19-09:52AM,10,1011.2,78.7,0,1011.4,66.92,0
09/21/19,08:52AM,09/21/19-08:52AM,10,1011.5,78.29,0,1011.73,68,0
09/21/19,07:52AM,09/21/19-07:52AM,10,1011.5,75.44,0,1011.72,69.08,0
09/21/19,06:52AM,09/21/19-06:52AM,10,1011.2,73.16,0,1011.37,69.98,0
09/21/19,05:52AM,09/21/19-05:52AM,10,1011.2,73.16,0,1011.37,69.98,0
09/21/19,04:52AM,09/21/19-04:52AM,10,1010.8,68.31,0,1011.01,71.06,0
09/21/19,03:52AM,09/21/19-03:52AM,10,1010.3,70.53,0,1010.34,71.06,0
09/21/19,02:52AM,09/21/19-02:52AM,10,1009.7,68.41,0,1009.65,71.96,0
09/21/19,01:52AM,09/21/19-01:52AM,10,1009.4,65.97,0,1009.64,73.04,0
09/21/19,12:52AM,09/21/19-12:52AM,10,1009.4,64.14,5.75,1009.61,75.02,250
09/20/19,11:52PM,09/20/19-11:52PM,10,1010.1,58.04,5.75,1010.28,75.92,250
09/20/19,10:52PM,09/20/19-10:52PM,10,1010,52,8.05,1009.92,78.08,260
09/20/19,09:52PM,09/20/19-09:52PM,10,1010.4,52.46,4.61,1010.24,78.98,
09/20/19,08:52PM,09/20/19-08:52PM,10,1010.9,54.04,6.91,1010.93,78.08,270
09/20/19,07:52PM,09/20/19-07:52PM,10,1011,44.08,,1010.9,80.96,
09/20/19,06:52PM,09/20/19-06:52PM,10,1011.3,46.88,0,1011.25,80.06,0
09/20/19,05:52PM,09/20/19-05:52PM,10,1011.9,53.73,3.44,1011.97,75.92,
09/20/19,05:20PM,09/20/19-05:20PM,10,,61.48,0,1012.34,73.04,0
09/20/19,04:52PM,09/20/19-04:52PM,10,1012.5,68.31,0,1012.71,71.06,0
09/20/19,04:03PM,09/20/19-04:03PM,10,,73.15,3.44,1012.38,69.98,260
09/20/19,03:52PM,09/20/19-03:52PM,10,1012.2,70.86,0,1012.38,69.98,0
09/20/19,02:52PM,09/20/19-02:52PM,10,1011.8,70.86,0,1012.04,69.98,0
09/20/19,01:56PM,09/20/19-01:56PM,10,,73.07,3.44,1011.72,69.08,90
09/20/19,01:52PM,09/20/19-01:52PM,10,1011.6,73.07,3.44,1011.72,69.08,110
09/20/19,12:52PM,09/20/19-12:52PM,10,1011.2,75.83,0,1011.39,68,0
09/20/19,11:52AM,09/20/19-11:52AM,10,1011,70.2,3.44,1011.05,68,70
09/20/19,11:32AM,09/20/19-11:32AM,10,,72.77,0,1011.08,66.02,0
09/20/19,10:52AM,09/20/19-10:52AM,10,1010.7,75.55,0,1010.75,64.94,0
09/20/19,09:52AM,09/20/19-09:52AM,10,1010.6,70.2,0,1010.71,68,0
09/20/19,09:41AM,09/20/19-09:41AM,10,,68.41,0,1010.71,68,0
09/20/19,09:35AM,09/20/19-09:35AM,10,,68.41,0,1010.71,68,0
09/20/19,08:52AM,09/20/19-08:52AM,10,1010.7,70.2,0,1011.05,68,0
09/20/19,07:52AM,09/20/19-07:52AM,10,1010.3,67.65,3.44,1010.36,69.08,100
09/20/19,06:52AM,09/20/19-06:52AM,10,1009.6,70.2,0,1009.7,68,0
09/20/19,05:52AM,09/20/19-05:52AM,10,1009.5,67.65,0,1009.68,69.08,0
09/20/19,04:52AM,09/20/19-04:52AM,10,1009.4,68.19,0,1009.67,69.98,0
09/20/19,03:52AM,09/20/19-03:52AM,10,1009.4,63.24,0,1009.66,71.06,0
09/20/19,02:52AM,09/20/19-02:52AM,10,1009.1,65.73,0,1009.32,71.06,0
09/20/19,01:52AM,09/20/19-01:52AM,10,1009.1,63.76,3.44,1009.31,71.96,260
09/20/19,12:52AM,09/20/19-12:52AM,10,1009.2,59.66,6.91,1009.29,73.94,260
09/19/19,11:52PM,09/19/19-11:52PM,10,1009.2,59.8,5.75,1009.27,75.02,260
09/19/19,10:52PM,09/19/19-10:52PM,10,1009.3,57.81,5.75,1009.25,77,250
09/19/19,09:52PM,09/19/19-09:52PM,10,1009.6,54.04,6.91,1009.58,78.08,260
09/19/19,08:52PM,09/19/19-08:52PM,10,1010,54.04,3.44,1009.92,78.08,
09/19/19,07:52PM,09/19/19-07:52PM,10,1010.3,50.64,,1010.23,80.06,
09/19/19,06:52PM,09/19/19-06:52PM,10,1011,48.57,0,1010.92,78.98,0
09/19/19,05:52PM,09/19/19-05:52PM,10,1011.6,53.88,5.75,1011.62,77,120
09/19/19,05:48PM,09/19/19-05:48PM,10,,53.88,0,1011.62,77,0
09/19/19,04:56PM,09/19/19-04:56PM,10,,59.15,0,1012.01,73.04,0
09/19/19,04:52PM,09/19/19-04:52PM,10,1011.9,59.15,3.44,1012.01,73.04,80
09/19/19,03:52PM,09/19/19-03:52PM,10,1012,66.26,5.75,1012.02,71.96,140
09/19/19,02:52PM,09/19/19-02:52PM,3,1011.8,73.16,3.44,1012.04,69.98,90
09/19/19,02:11PM,09/19/19-02:11PM,10,,73.15,3.44,1012.05,69.08,90
09/19/19,01:52PM,09/19/19-01:52PM,10,1011.7,75.44,0,1011.72,69.08,0
09/19/19,01:03PM,09/19/19-01:03PM,10,,73.15,0,1011.72,69.08,0
09/19/19,12:52PM,09/19/19-12:52PM,10,1011.2,75.44,0,1011.38,69.08,0
09/19/19,11:52AM,09/19/19-11:52AM,10,1011.4,73.16,0,1011.37,69.98,0
09/19/19,10:52AM,09/19/19-10:52AM,10,1011.5,78.38,4.61,1011.72,69.08,
09/19/19,10:35AM,09/19/19-10:35AM,10,,78.38,3.44,1011.72,69.08,90
09/19/19,09:52AM,09/19/19-09:52AM,10,1011.9,75.44,3.44,1012.05,69.08,100
09/19/19,08:52AM,09/19/19-08:52AM,10,1011.7,78.38,0,1012.05,69.08,0
09/19/19,07:52AM,09/19/19-07:52AM,10,1011.2,78.38,0,1011.38,69.08,0
09/19/19,06:52AM,09/19/19-06:52AM,10,1011,78.38,0,1011.04,69.08,0
09/19/19,05:52AM,09/19/19-05:52AM,10,1011.4,76.01,0,1011.7,69.98,0
09/19/19,04:52AM,09/19/19-04:52AM,10,1011.3,76.01,0,1011.37,69.98,0
09/19/19,03:52AM,09/19/19-03:52AM,10,1011.2,71.07,0,1011.34,71.96,0
09/19/19,02:52AM,09/19/19-02:52AM,10,1010.9,63.9,0,1010.99,73.04,0
09/19/19,01:52AM,09/19/19-01:52AM,10,1010.6,55.36,0,1010.63,75.02,0
09/19/19,12:52AM,09/19/19-12:52AM,10,1010.7,50.03,8.05,1010.59,78.08,270
09/18/19,11:52PM,09/18/19-11:52PM,10,1010.8,46.88,6.91,1010.91,80.06,250
09/18/19,10:52PM,09/18/19-10:52PM,10,1011,52.29,4.61,1010.91,80.06,250
09/18/19,09:52PM,09/18/19-09:52PM,10,1011.6,54.32,,1011.58,80.06,
09/18/19,08:52PM,09/18/19-08:52PM,10,1012,54.32,0,1011.92,80.06,0
09/18/19,07:52PM,09/18/19-07:52PM,10,1012.3,54.32,4.61,1012.26,80.06,260
09/18/19,06:52PM,09/18/19-06:52PM,10,1012.8,48.73,0,1012.94,80.06,0
09/18/19,05:52PM,09/18/19-05:52PM,10,1013.2,55.79,3.44,1013.3,78.08,
09/18/19,04:52PM,09/18/19-04:52PM,10,1013.5,62.25,0,1013.66,75.92,0
09/18/19,04:31PM,09/18/19-04:31PM,10,,66.2,3.44,1013.68,75.02,90
09/18/19,04:23PM,09/18/19-04:23PM,10,,69.01,3.44,1013.36,73.04,
09/18/19,03:52PM,09/18/19-03:52PM,9,1013.3,73.27,3.44,1013.38,71.06,
09/18/19,02:52PM,09/18/19-02:52PM,8,1013.1,78.38,0,1013.41,69.08,0
09/18/19,02:37PM,09/18/19-02:37PM,9,,78.38,4.61,1013.07,69.08,
09/18/19,01:52PM,09/18/19-01:52PM,10,1012.6,78.29,0,1012.74,68,0
09/18/19,12:52PM,09/18/19-12:52PM,10,1012.1,70.32,0,1012.39,69.08,0
09/18/19,07:52AM,09/18/19-07:52AM,10,1011.9,75.44,0,1012.05,69.08,0
09/18/19,06:52AM,09/18/19-06:52AM,10,1012,78.38,0,1012.05,69.08,0
09/18/19,05:52AM,09/18/19-05:52AM,10,1012.1,68.31,0,1012.37,71.06,0
09/18/19,04:52AM,09/18/19-04:52AM,10,1012.1,65.73,0,1012.37,71.06,0
09/18/19,03:52AM,09/18/19-03:52AM,10,1012,61.34,0,1012.02,71.96,0
09/18/19,02:52AM,09/18/19-02:52AM,10,1011.8,61.34,0,1012.02,71.96,0
09/18/19,01:52AM,09/18/19-01:52AM,10,1011.5,66.5,4.61,1011.66,73.94,250
09/18/19,12:52AM,09/18/19-12:52AM,10,1011.5,57.81,3.44,1011.62,77,
09/17/19,11:52PM,09/17/19-11:52PM,10,1011.5,56.27,5.75,1011.6,78.98,250
09/17/19,10:52PM,09/17/19-10:52PM,10,1011.8,58.08,,1011.94,78.98,
09/17/19,09:52PM,09/17/19-09:52PM,10,1012.8,56.27,3.44,1012.95,78.98,
09/17/19,08:52PM,09/17/19-08:52PM,10,1013.2,50.94,3.44,1013.25,82.04,
09/17/19,07:52PM,09/17/19-07:52PM,10,1013.4,47.63,0,1013.58,82.94,0
09/17/19,06:52PM,09/17/19-06:52PM,10,1013.9,42.56,3.44,1013.93,82.04,
09/17/19,05:52PM,09/17/19-05:52PM,10,1014.3,52,0,1014.32,78.08,0
09/17/19,04:52PM,09/17/19-04:52PM,10,1014.6,57.54,0,1014.69,75.02,0
09/17/19,03:52PM,09/17/19-03:52PM,9,1014.6,68.41,3.44,1014.73,71.96,
09/17/19,02:52PM,09/17/19-02:52PM,9,1014.2,76.01,4.61,1014.41,69.98,
09/17/19,01:52PM,09/17/19-01:52PM,8,1013.7,78.29,0,1013.76,68,0
09/17/19,01:11PM,09/17/19-01:11PM,9,,73.15,0,1013.41,69.08,0
09/17/19,12:52PM,09/17/19-12:52PM,10,1013.1,78.29,0,1013.42,68,0
09/17/19,12:40PM,09/17/19-12:40PM,10,,78.29,0,1013.08,68,0
09/17/19,12:07PM,09/17/19-12:07PM,10,,78.29,0,1013.08,68,0
09/17/19,11:52AM,09/17/19-11:52AM,10,1012.8,81.33,0,1013.08,68,0
09/17/19,11:38AM,09/17/19-11:38AM,10,,75.44,0,1013.07,69.08,0
09/17/19,10:52AM,09/17/19-10:52AM,10,1012.6,81.33,0,1012.74,68,0
09/17/19,10:11AM,09/17/19-10:11AM,10,,77.94,0,1012.73,69.08,0
09/17/19,09:52AM,09/17/19-09:52AM,10,1012.9,78.38,0,1013.07,69.08,0
09/17/19,09:18AM,09/17/19-09:18AM,10,,76.01,0,1013.06,69.98,0
09/17/19,08:52AM,09/17/19-08:52AM,10,1012.9,76.01,0,1013.06,69.98,0
09/17/19,08:26AM,09/17/19-08:26AM,10,,78.38,0,1013.07,69.08,0
09/17/19,07:52AM,09/17/19-07:52AM,10,1012.5,76.01,3.44,1012.72,69.98,130
09/17/19,06:52AM,09/17/19-06:52AM,10,1012,78.38,0,1012.05,69.08,0
09/17/19,05:52AM,09/17/19-05:52AM,10,1012,78.38,0,1012.05,69.08,0
09/17/19,04:52AM,09/17/19-04:52AM,10,1011.8,78.38,0,1012.05,69.08,0
09/17/19,03:52AM,09/17/19-03:52AM,10,1011.6,75.63,3.44,1011.69,71.06,250
09/17/19,02:52AM,09/17/19-02:52AM,10,1011,75.63,3.44,1011.35,71.06,
09/17/19,01:52AM,09/17/19-01:52AM,10,1010.7,70.74,4.61,1010.65,73.04,
09/17/19,12:52AM,09/17/19-12:52AM,10,1010.6,64.25,5.75,1010.62,75.92,260
09/16/19,11:52PM,09/16/19-11:52PM,10,1010.8,56.27,4.61,1010.92,78.98,250
09/16/19,10:52PM,09/16/19-10:52PM,10,1011,52.75,,1010.9,80.96,
09/16/19,09:52PM,09/16/19-09:52PM,10,1011.3,52.75,0,1011.24,80.96,0
09/16/19,08:52PM,09/16/19-08:52PM,10,1011.8,50.94,0,1011.9,82.04,0
09/16/19,07:52PM,09/16/19-07:52PM,8,1012.2,54.45,,1012.25,80.96,
